(43,319)
(95,292)
(620,245)
(620,245)
(531,233)
(522,229)
(32,214)
(55,213)
(76,211)
(612,220)
(612,220)
(102,208)
(111,207)
(124,206)
(6,206)
(16,205)
(132,205)
(50,204)
(52,203)
(39,203)
(63,203)
(24,202)
(74,202)
(96,201)
(119,201)
(114,200)
(611,210)
(611,210)
(116,200)
(596,209)
(596,209)
(95,199)
(130,199)
(144,199)
(144,198)
(228,198)
(466,202)
(471,201)
(537,203)
(617,204)
(617,204)
(121,194)
(599,202)
(599,202)
(597,202)
(597,202)
(599,202)
(599,202)
(582,201)
(582,201)
(487,199)
(480,199)
(223,194)
(561,200)
(561,200)
(561,200)
(231,194)
(229,194)
(551,199)
(551,199)
(549,199)
(549,199)
(139,192)
(554,199)
(554,199)
(538,198)
(542,198)
(542,198)
(535,198)
(450,196)
(533,197)
(547,197)
(547,197)
(546,197)
(546,197)
(530,196)
(536,196)
(541,196)
(541,196)
(525,196)
(505,195)
(501,195)
(386,192)
(391,192)
(177,189)
(459,193)
(181,188)
(299,190)
