(278, 208)
(287, 205)
(205, 206)
(324, 202)
(300, 201)
(308, 207)
(494, 210)
(272, 207)
(338, 208)
(306, 201)
(494, 210)
(316, 205)
(285, 207)
(306, 201)
(294, 202)
(203, 221)
(269, 201)
(224, 215)
(371, 210)
(221, 217)
(292, 201)
(373, 210)
(373, 209)
(331, 201)
(283, 202)
(244, 208)
(241, 208)
(371, 207)
(426, 207)
(395, 207)
(246, 207)
(395, 207)
(380, 207)
(241, 202)
(354, 206)
(258, 205)
(433, 207)
(366, 207)
(293, 201)
(329, 202)
(336, 201)
(355, 206)
(343, 203)
(350, 205)
(285, 202)
(355, 205)
(355, 206)
(456, 207)
(374, 205)
(290, 201)
(209, 205)
(257, 205)
(275, 204)
(337, 202)
(350, 205)
(265, 205)
(292, 201)
(277, 204)
(261, 204)
(272, 204)
(387, 202)
